Company,UNIT NUMBER,UNIT STATUS,CATEGORY,CATEGORY_CLASS_DESC,YEAR,MAKE,MODEL,IN SERVICE DATE,DISPOSAL DATE,Meter
Company A,L1501145,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,02/02/2024,,0
Company A,L1501152,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,07/29/2015,,0
Company A,L1501158,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,07/29/2015,,0
Company B,L1501182,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,08/02/2024,0
Company B,L1501183,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501184,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501186,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501188,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501190,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501191,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501192,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501194,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501195,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501196,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501197,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501198,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501199,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501201,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501207,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,08/28/2024,0
Company B,L1501211,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company B,L1501212,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/31/2015,,0
Company A,L1501396,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,09/25/2015,,0
Company B,L1501406,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,09/29/2015,07/18/2023,0
Company A,L1501416,IN SERVICE,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,09/29/2015,,0
Company A,L1501417,SCRAPPED,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,09/29/2015,10/27/2023,0
Company A,L1501418,SCRAPPED,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,09/29/2015,01/15/2024,0
Company A,L1501420,IN SERVICE,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,09/29/2015,,0
Company A,L1501421,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,09/29/2015,,0
Company A,L1501422,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,09/29/2015,,0
Company A,L1501486,SCRAPPED,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,10/27/2015,10/11/2023,0
Company A,L1501487,SCRAPPED,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,10/27/2015,10/30/2023,0
Company A,L1501506,SCRAPPED,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,10/27/2015,02/16/2024,0
Company A,L1501543,IN SERVICE,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,10/29/2015,,0
Company A,L1501544,SCRAPPED,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,10/30/2015,05/24/2024,0
Company A,L1501545,IN SERVICE,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,10/30/2015,,0
Company A,L1501546,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/30/2015,,0
Company A,L1501547,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/30/2015,,0
Company A,L1501548,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/30/2015,06/07/2024,0
Company A,L1501549,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/30/2015,,0
Company A,L1501566,IN SERVICE,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,11/13/2015,,0
Company A,L1501567,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/13/2015,,0
Company B,L1501572,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501573,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501574,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501581,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501582,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501583,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501584,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501585,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company B,L1501586,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/24/2015,,0
Company C,L1501593,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/30/2015,,0
Company C,L1501594,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/30/2015,,0
Company C,L1501596,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/30/2015,,0
Company C,L1501597,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/30/2015,,0
Company C,L1501598,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/30/2015,,0
Company C,L1501624,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,12/16/2015,,0
Company C,L1501625,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,12/16/2015,,0
Company C,L1501628,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,12/16/2015,,0
Company C,L1501629,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,12/16/2015,03/01/2024,0
Company A,L1501632,IN SERVICE,LG-S-TUCK,Liftgate,2015,LEYMAN,LPS,12/17/2015,,0
Company A,L1501633,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,12/17/2015,,0
Company C,L1501675,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,12/28/2015,03/29/2024,0
Company C,L1501676,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,12/28/2015,,0
Company C,L1501681,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,01/05/2016,,0
Company C,L1501683,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,01/06/2016,03/28/2024,0
Company C,L1501698,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,01/14/2016,03/22/2024,0
Company C,L1501700,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,01/14/2016,,0
Company C,L1501701,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,01/14/2016,,0
Company C,L1501702,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,01/14/2016,,0
Company C,L1501704,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,01/14/2016,,0
Company B,L1501707,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,03/15/2016,,0
Company B,L1501708,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,03/15/2016,09/19/2024,0
Company C,L1501722,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,04/27/2016,,0
Company A,L1501723,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,05/09/2016,,0
Company A,L1501724,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,05/09/2016,,0
Company B,L1501725,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,11/11/2024,0
Company B,L1501729,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company B,L1501730,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company C,L1501731,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company B,L1501732,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,09/19/2024,0
Company C,L1501736,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company C,L1501737,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company C,L1501738,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company C,L1501739,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,02/08/2024,0
Company C,L1501740,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company C,L1501741,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company C,L1501742,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2016,,0
Company B,L1501764,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/12/2016,,0
Company B,L1501774,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,09/28/2016,,0
Company B,L1501775,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,09/29/2016,,0
Company B,L1501792,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/12/2016,,0
Company B,L1501794,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/24/2016,,0
Company B,L1501795,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/24/2016,,0
Company B,L1501796,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/24/2016,,0
Company B,L1501797,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/24/2016,09/18/2024,0
Company B,L1501798,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,10/24/2016,,0
Company B,L1501800,SCRAPPED,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,10/24/2016,08/15/2024,0
Company B,L1501804,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/02/2016,,0
Company B,L1501805,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/02/2016,,0
Company B,L1501807,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,11/03/2016,,0
Company B,L1501817,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/13/2017,,0
Company B,L1501818,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,07/21/2017,01/22/2024,0
Company B,L1501819,SCRAPPED,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,11/15/2017,12/27/2024,0
Company B,L1501820,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,11/15/2017,,0
Company B,L1501821,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,11/15/2017,,0
Company B,L1501822,IN SERVICE,LG-R-RAIL,Liftgate,2015,LEYMAN,FXD 5500,11/15/2017,,0
Company B,L1501825,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,02/08/2018,,0
Company B,L1501826,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,02/08/2018,,0
Company B,L1501833,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,03/07/2018,,0
Company B,L1501834,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,03/07/2018,,0
Company B,L1501838,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,03/07/2018,,0
Company B,L1501963,LEGAL HOLD,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,02/22/2021,09/16/2024,0
Company C,L1501974,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2022,,0
Company C,L1501975,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/09/2022,,0
Company B,L1501976,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/20/2022,,0
Company B,L1501977,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/20/2022,12/19/2024,0
Company C,L15T663338,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,09/28/2017,,0
Company C,L15T663339,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,10/27/2017,,0
Company C,L15T663340,IN SERVICE,LG-R-RAIL,Liftgate,2014,WALTCO,WDV-66,10/27/2017,,0
Company C,L15T663341,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,10/27/2017,,0
Company C,L15T663342,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,10/27/2017,,0
Company C,L15T663357,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,08/15/2017,,0
Company C,L15T663358,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,08/15/2017,,0
Company C,L15T663359,SCRAPPED,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,09/28/2017,11/03/2023,0
Company C,L15T663986,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,08/15/2017,,0
Company C,L15U650079,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650080,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650081,SCRAPPED,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,10/31/2024,0
Company C,L15U650082,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650083,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650084,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650085,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650086,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650087,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650088,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650089,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650090,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650091,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650092,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,03/29/2017,,0
Company C,L15U650124,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,05/03/2016,,0
Company C,L15U650125,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,05/03/2016,,0
Company C,L15U650126,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,05/03/2016,,0
Company C,L15U650127,SCRAPPED,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,05/03/2016,08/09/2023,0
Company C,L15U650128,IN SERVICE,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,05/03/2016,,0
Company C,L15U650129,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,05/03/2016,,0
Company C,L15U650130,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,05/03/2016,,0
Company C,L15U650131,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,05/03/2016,,0
Company C,L15U650223,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,01/13/2017,,0
Company C,L15U650224,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,01/13/2017,,0
Company C,L15U650225,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,01/13/2017,,0
Company C,L15U650226,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,01/13/2017,,0
Company C,L15U650279,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,08/15/2017,,0
Company C,L15U650280,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,08/15/2017,,0
Company C,L15U663337,IN SERVICE,LG-R-RAIL,Liftgate,2015,WALTCO,WDV-66,09/28/2017,,0
Company C,L15U663474,IN SERVICE,LG-R-RAIL,Liftgate,2014,MAXON,BMR 5500,12/05/2017,,0
Company C,L15U663475,SCRAPPED,LG-R-RAIL,Liftgate,2015,MAXON,BMR 5500,09/28/2017,11/03/2023,0
Company A,L1600001,IN SERVICE,LG-S-TUCK,Liftgate,2016,WALTCO,GTSL-44,10/29/2018,,0
Company A,L1600002,IN SERVICE,LG-S-TUCK,Liftgate,2016,MAXON,RA 4500,10/29/2018,,0
Company A,L1600014,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,10/29/2018,,0
Company A,L1600015,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,10/29/2018,,0
Company A,L1600016,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,10/29/2018,,0
Company C,L1600027,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,04/09/2021,,0
Company C,L1600631,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,12/11/2015,,0
Company C,L1600632,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,12/11/2015,,0
Company C,L1600634,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,12/11/2015,,0
Company C,L1600635,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,12/11/2015,,0
Company C,L1600636,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,12/11/2015,,0
Company B,L1600781,SCRAPPED,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,03/07/2016,09/23/2024,0
Company B,L1600784,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,03/11/2016,,0
Company B,L1600864,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,03/22/2016,,0
Company B,L1600865,SCRAPPED,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,03/22/2016,07/17/2024,0
Company B,L1600866,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,03/22/2016,,0
Company B,L1600867,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,03/22/2016,,0
Company A,L1600999,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,04/18/2016,,0
Company A,L1601000,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,04/18/2016,,0
Company A,L1601001,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,04/18/2016,,0
Company A,L1601002,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,04/18/2016,,0
Company A,L1601003,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,04/18/2016,,0
Company A,L1601004,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,04/18/2016,,0
Company A,L1601005,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,04/18/2016,,0
Company A,L1601006,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,04/18/2016,,0
Company A,L1601021,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,04/22/2016,,0
Company A,L1601022,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,04/22/2016,,0
Company C,L1601025,SCRAPPED,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,04/27/2016,07/20/2023,0
Company A,L1601028,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,04/27/2016,,0
Company A,L1601029,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,04/27/2016,,0
Company B,L1601040,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,04/28/2016,,0
Company B,L1601041,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,04/28/2016,,0
Company B,L1601042,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,04/28/2016,,0
Company A,L1601060,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,05/02/2016,,0
Company A,L1601061,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,05/02/2016,,0
Company B,L1601190,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,05/25/2016,,0
Company B,L1601275,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,06/07/2016,,0
Company B,L1601276,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,06/07/2016,,0
Company B,L1601278,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,06/07/2016,,0
Company A,L1601279,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,06/07/2016,,0
Company A,L1601280,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,06/07/2016,,0
Company C,L1601282,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,06/07/2016,,0
Company C,L1601283,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,06/07/2016,,0
Company C,L1601334,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,06/20/2016,,0
Company C,L1601336,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,06/20/2016,,0
Company A,L1601354,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,07/06/2016,,0
Company A,L1601355,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,07/06/2016,,0
Company A,L1601356,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,07/06/2016,,0
Company A,L1601357,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,07/06/2016,,0
Company B,L1601359,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,07/08/2016,,0
Company B,L1601360,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,07/08/2016,,0
Company C,L1601367,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,07/22/2016,,0
Company C,L1601388,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,07/29/2016,,0
Company B,L1601400,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,08/02/2016,,0
Company B,L1601401,IN SERVICE,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,08/02/2016,,0
Company A,L1601403,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/02/2016,,0
Company A,L1601404,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/02/2016,,0
Company A,L1601405,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/02/2016,,0
Company A,L1601406,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/02/2016,,0
Company A,L1601408,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/02/2016,,0
Company A,L1601409,IN SERVICE,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/02/2016,,0
Company A,L1601410,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,08/02/2016,,0
Company A,L1601411,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,08/02/2016,,0
Company A,L1601416,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,08/02/2016,,0
Company A,L1601417,IN SERVICE,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,08/02/2016,,0
Company A,L1601452,SCRAPPED,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,08/17/2016,10/03/2024,0
Company A,L1601453,UNIT BEING REFURBISHED,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,08/17/2016,01/04/2024,0
Company A,L1601454,SCRAPPED,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,08/17/2016,07/18/2023,0
Company A,L1601455,SCRAPPED,LG-R-RAIL,Liftgate,2016,MAXON,BMR 5500,08/17/2016,07/18/2023,0
Company A,L1601456,SCRAPPED,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/17/2016,11/12/2024,0
Company A,L1601463,SCRAPPED,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/17/2016,11/09/2023,0
Company A,L1601470,SCRAPPED,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/17/2016,10/03/2024,0
Company A,L1601471,SCRAPPED,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/17/2016,04/11/2024,0
Company A,L1601472,UNIT BEING REFURBISHED,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/17/2016,01/04/2024,0
Company A,L1601473,SCRAPPED,LG-S-TUCK,Liftgate,2016,LEYMAN,LPS,08/17/2016,10/03/2023,0
Company A,L1601487,SCRAPPED,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,08/17/2016,11/09/2023,0
Company A,L1601501,SCRAPPED,LG-R-RAIL,Liftgate,2016,LEYMAN,FXD 5500,08/17/2016,10/30/2023,0
